Mystic Warriors								|				|		|		|			|
NARC										|				|	y	| 0.78	|			| narc, narc3
NBA Hangtime								|				|		|		|			|
NBA Jam										|				|	y	| 0.78	|			| nbajam, nbajamr2
NBA Jam Tournament Edition					|				|	y	| 0.78	|			| nbajamte, nbajamt1, nbajamt2, nbajamt3
NFL Blitz									|				|		|		|			| blitz, CHD
NFL Blitz '99								|				|		|		|			| blitz99, CHD
NFL Blitz 2000								|				|		|		|			| blitz2k, CHD
NHL Open Ice								|				|	y	|		|			| 
Nagano Winter Olympics '98					|				|		|		|			|
Nam 1975									|				|		|		|			|
Namco Classics Collection Vol. 1			|				|		|		|			|
Nemo										|				|	y	| 0.78	|			| nemo, nemoj
Neo Drift Out								|				|		|		|			|
Neo Geo Battle Coliseum						|				|		|		|			|
Neo Turf Masters							|				|		|		|			|
Nibbler										|				|		|		|			|
Night Slashers   							|				|		|		|			|
Night Warriors: Darkstalker's Revenge		|				|		|		|			|
Ninja Baseball Bat Man						|				|	y	| 0.78	| lr-fbalpha| nbbatman
Ninja Commando								|				|		|		|			|
Ninja Gaiden								|				|	y	| 0.78	|			| gaiden
Ninja Kids									|				|		|		|			|
Nostradamus									|				|		|		|			|
Oh My God!									|				|		|		|			|
Operation Wolf								|position-gun?	|		|		|			|
Ordyne										|				|		|		|			|
Oriental Legend   							|				|		|		|			|
Out Zone									|				|		|		|			|
Outfoxies									|				|		|		|			|
Outrun										|270,HL,2ped	|	y	| 0.78	|			| outrun, outruna, outrunb
Out Runners									|270,HL,2ped	|	y	| 0.78	|			| outrun, outruna, outrunb
Overtop										|				|		|		|			|
P-47 Aces									|				|		|		|			|
P-47 The Phantom Fighter					|				|		|		|			|
P.O.W. - Prisoners Of War   				|				|		|		|			|
Pac & Pal									|				|	y	| 0.78	|			| pacnpal, pacnpal2
Pac Land									|				|	y	| 0.78	|			| paclandm, pacland, pacland2, pacland3
Pac Mania									|				|	y	| 0.78	|			| pacmania, pacmanij
Pac-Man										|				|	y	| 0.78	|			| pacmanbl, pacmod, pacman
Pac-Man	& Chomp Chomp						|				|	y	| 0.78	|			| pacnchmp
Pac-Man Plus								|				|	y	| 0.78	|			| pacplus
Pandora's Palace							|				|		|		|			|
Paperboy									|270/1bt?,2ped?	|	y	| 0.78	|			| paperboy, paperbr1, paperbr2
Parodius Da!								|				|		|		|			|
Pebble Beach Golf							|				|		|		|			|
Pengo										|				|		|		|			|
Penguin-Kun Wars							|				|		|		|			|
Pepper II									|				|		|		|			|
Peter Pack Rat								|				|	y	| 0.78	|			| peterpak
Phelios										|				|		|		|			|
Phoenix										|				|	y	| 0.78	|			| phoenix, phoenixa, phoenixc, phoenix3, phoenixt
Pig Out										|				|		|		|			|
Pigskin 621 AD								|				|	y	|		|			| pigskin
Pilot Kids									|				|		|		|			|
Pink Sweets: Ibara Sorekara					|				|		|		|			|
Pit Fall II Lost Caverns					|				|	y	| 0.78	|			| pitfall2, pitfallu
Pit Fighter									|				|	y	| 0.78	|			| pitfighj, pitfigh3, pitfight
Plasma Sword								|				|		|		|			|
Pleasure Goal								|				|		|		|			|
Plus Alpha									|				|		|		|			|
Pocket Gal Deluxe							|				|		|		|			|
Pole Position								|360,HL,2ped	|	y	| 0.78	|			| polepos, polepos1, poleposa
Pole Position II							|360,HL,2ped	|	y	| 0.78	|			| polepos2, poleps2a
Pooyan										|				|	y	| 0.78	|			| pooyan, pooyans
Popeye										|				|	y	| 0.78	|			| popeye, popeyef
Prehistoric Isle							|				|		|		|			|
Pretty Soldier Sailor Moon					|				|		|		|			|
Primal Rage									|				|	y	| 0.78	|			| primraga, primrage
Primal Rage	2								|				|	y	| 0.78	|			| primrag2
Progear										|				|		|		|			|
Psycho Nics Oscar							|				|		|		|			|
Psyvariar 2: The Will To Fabricate			|				|		|		|			|
Pulirula									|				|		|		|			|
Pulstar										|				|		|		|			|
Punch Out!!									|				|	y	| 0.78	|			| punchout
Punk Shot									|				|		|		|			|
Pururun										|				|		|		|			|
Puyo Puyo 2									|				|		|		|			|
Puyo Puyo Fever								|				|		|		|			|
Puzz Loop									|				|		|		|			|
Puzz Loop 2									|				|		|		|			|
Puzzle Bobble								|				|	y	| 0.78	|			| pbobble, pbobblen, pbobblena
Puzzle Bobble 2								|				|	y	| 0.78	|			| pbobbl2j, pbobble2, pbobbl2n, pbobbl2x
Puzzle Bobble 3								|				|	y	| 0.78	|			| pbobbl3j, pbobbl3u, pbobble3
Puzzle Bobble 4								|				|	y	| 0.78	|			| pbobbl4j, pbobbl4u, pbobble4
Puzzle De Pon								|				|		|		|			|
Puzzle! Mushihime-Tama						|				|		|		|			|
Puzzled - Joy Joy Kid						|				|		|		|			|
Puzzli 2 Super								|				|		|		|			|
Q*Bert										|				|	y	| 0.78	|			| qbert, qbertjp
Q*Bert's Qubes								|				|	y	| 0.78	|			| qbertqub
Qix											|				|	y	|		|			| qix, qixa, qixb
Qix	II										|				|	y	|		|			| qix2
R-Type										|				|	y	| 0.78	|			| rtypepj, rtype, rtypeu
R-Type II									|				|	y	| 0.78	|			| rtype2, rtype2j
R-Type Leo									|				|	y	| 0.78	|			| rtypelej, rtypeleo
Race Drivin'								|270,4pos,3ped	|		|		|			| 
Radiant Silvergun							|				|		|		|			|
Radirgy										|				|		|		|			|
Radirgy Noa									|				|		|		|			|
Rage Of Dragons								|				|		|		|			|
Raiden										|				|		|		|			|
Raiden Fighters								|				|		|		|			|
Raiden Fighters 2							|				|		|		|			|
Raiden Fighters Jet							|				|		|		|			|
Raiden II									|				|		|		|			|
Raiden III									|				|		|		|			|
Raiden IV									|				|		|		|			|
Raiga Stratofighter							|				|		|		|			|
Rainbow Islands ... Bubble Bobble 2			|2lr,2bt		|		|		|			|
Rally X (Sound Samples May Be Required)		|				|		|		|			|
Rambo III									|				|		|		|			|
Rampage										|				|	y	| 0.78	|			| rampage
Rampage World Tour							|				|	y	| 0.78	|			| rmpgwt11, rmpgwt
Rampart								(3p)	|3xtrk,3x2bt	|	y	| 0.78	|			| rampart, rampt2p, rampartj
Ray Storm									|				|		|		|			|
Real Bout Fatal Fury 2						|				|		|		|			|
Red Baron									|8wy/1bt		|		|		|			|
Renegade									|				|	y	| 0.78	|			| renegade
Return of the Jedi							|				|	y	| 0.78	|			| jedi
Ridge Racer									|270,6pos,3ped	|		|		|			| 
Ridge Racer 2								|270,6pos,3ped	|		|		|			| 
Ring King (King Of Boxer)					|				|		|		|			|
Ring Of Destruction: Slam Masters II		|				|		|		|			|
Riot City   								|				|		|		|			|
Risky Challenge								|				|		|		|			|
Rival Schools								|				|		|		|			|
Road Blasters								|360/2bt,1ped	|		|		|			|
Road Runner									|				|	y	| 0.78	|			| roadrun1, roadrun2, roadrunn
Robo Army   								|				|		|		|			|
Robocop										|				|	y	| 0.78	|			| robocop, robocopj, robocpu0, robocopu, robocopw
Robocop	2									|				|	y	| 0.78	|			| robocp2j, robocp2u, robocop2
Robotron 2084 						(1p)	|2x8wy			|		|		|			|
Roc'n rope									|				|	y	| 0.78	|			| rocnrope, rocnropk
Rohga Armor Force							|				|		|		|			|
Rollergames									|				|		|		|			|
Rolling Thunder								|				|	y	| 0.78	|			| rthunder, rthundro
Rolling Thunder 2							|				|	y	| 0.78	|			| rthun2, rthun2j
Run And Gun									|				|		|		|			|
Rush N Attack								|				|		|		|			| rushatck
Rushing Heroes								|				|		|		|			|
Rygar										|				|	y	| 0.78	|			| rygar, rygar2
Ryu Jin										|				|		|		|			|
Saint Dragon								|				|		|		|			|
Salamander									|				|		|		|			|
Salamander 2								|				|		|		|			|
Samurai Aces								|				|		|		|			|
Samurai Shodown								|				|		|		|			|
Samurai Shodown II							|				|		|		|			|
Samurai Shodown III							|				|		|		|			|
Samurai Shodown III							|				|		|		|			|
Samurai Shodown IV							|				|		|		|			|
Samurai Shodown V Special					|				|		|		|			|
Samurai Shodown VI Tenkaichi Kenkakuden		|				|		|		|			|
Samurai Spirits Sen							|				|		|		|			|
San Francisco Rush							|270,4pos,3ped	|		|		|			|
San Francisco Rush 2049 					|270,4pos,3ped	|		|		|			|
Sar - Search And Rescue (rotary)	(2p)	|8wy rot,2bt	|		|		|			|
Sarge										|				|		|		|			|
Satan's Hollow								|				|		|		|			|
Saturday Night Slam Masters					|				|		|		|			|
Scramble									|				|		|		|			|
Scrambled Egg								|				|		|		|			|
Secret Agent (Sly Spy)						|				|		|		|			|
Sega Tetris									|				|		|		|			|
SegaSonic The Hedgehog 				(2p)	|trk			|		|		|			|
Sengoku										|				|	y	| 0.78	|			| sengoku, sengokh
Sengoku 2									|				|	y	| 0.78	|			| sengoku2
Sengoku 3									|				|		|		|			|
Senkyu										|				|		|		|			|					| (Jumper Must Be Moved In Mame After Initial Update)
Sexy Parodius								|				|		|		|			|
Shadow Force   								|				|		|		|			|
Shienaryu									|				|		|		|			|
Shikigami No Shiro II						|				|		|		|			|
Shikigami No Shiro III						|				|		|		|			|
Shinobi										|				|		| 		|			| shinobi, shinobia, shinobib
Shock Troopers								|				|	y	| 0.78	|			| shocktro, shocktra
Shock Troopers 2: 2nd Squad					|				|	y	| 0.78	|			| shocktr2
Shooting Love 2007							|				|		|		|			|
Sidearms									|				|		|		|			|
Silent Dragon								|				|		|		|			|
Silkworm									|				|	y	| 0.78	|			| silkworm, silkwrm2
Sinistar									|				|	y	| 0.78	|			| sinista2, sinistar
Skull & Crossbones							|				|	y	| 0.78	|			| skullxb1, skullxb2, skullxb3, skullxb4, skullxbo
Sky Kid										|				|	y	| 0.78	|			| skykid, skykido
Sky Kid	Deluxe								|				|	y	| 0.78	|			| skykiddx, skykiddo
Sky Shark									|				|	y	| 0.78	|			| skyshark
Slap Shot									|				|		|		|			|
Smash TV 							(2p)	|2x8wy			|	y	| 0.78	|			| smashtv4, smashtv5, smashtv6, smashtv
Snk Vs Capcom: Svc Chaos					|				|		|		|			|
Snow Bros									|				|	y	| 0.78	|			| snowbroa, snowbrob, snowbros, snowbroj
Snow Bros 2									|				|	y	| 0.78	|			| snowbro2
Soccer Brawl								|				|		|		|			|
Sol Divide: The Sword Of Darkeness			|				|		|		|			|
Sonic Championship							|				|		|		|			|
Sorcer Striker								|				|		|		|			|
Soukyugurentai: Terra Diver					|				|		|		|			|
Soul Calibur								|				|		|		|			|
Soul Calibur 2								|				|		|		|			| 
Space Ace 									|				|		|		|daphne-emu	| http://www.daphne-emu.com/site3/index_hi.php
Space Harrier								|				|		|		|			|
Space Invaders								|				|	y	| 0.78	|			| invaders
Space Invaders '95							|				|	y	| 0.78	|			| spcnv95u, spcinv95
Space Invaders Deluxe						|				|	y	| 0.78	|			| invaddlx, spacedx
Space Invaders II							|				|	y	| 0.78	|			| invad2ct, invadpt2
Space Panic (Sample Files Required)			|				|		|		|			|
Speed Spin									|				|		|		|			|
Spelunker									|				|	y	| 0.78	|			| spelunker, spelnkrj
Spelunker II								|				|	y	| 0.78	|			| spelunk2
Spider-Man   								|				|		|		|			|
Spikeout   									|				|		|		|			|
Spikeout Final Edition   					|				|		|		|			|
Splatter House								|				|	y	| 0.78	|			| splatter
Spot										|				|		|		|			|
Spy Hunter									|360/5bt,HL,1ped| 		|			| spyhunt
Spy Hunter II								|360/5bt,HL,1ped| 		|			| spyhnt2a, spyhunt2
Stakes Winner 2								|				|		|		|			|
Star Wars									|				|		|		|			| starwar1, starwars
Star Wars Arcade (1993) 					|anlg/2bt		|		|		|			|
Star Wars Trilogy							|anlg/2bt		|		|		|			|
Stone Ball									|				|		|		|			|
Street Fighter Alpha						|				|		|		|			|
Street Fighter Alpha 2						|				|		|		|			|
Street Fighter Alpha 3						|				|		|		|			|
Street Fighter EX Plus						|				|		|		|			|
Street Fighter EX 2 Plus					|				|		|		|			|
Street Fighter II Turbo Hyper Fighting		|				|		|		|			|
Street Fighter III 3rd Strike				|				|		|		|			|
Street Fighter II: Champion Edition			|				|		|		|			|
Street Fighter III 3rd Strike				|				|		|		|			|
Street Fighter Iv							|				|		|		|			|
Street Fighter The Movie					|				|		|		|			|
Street Fighter Zero 2 Alpha					|				|		|		|			|
Street Fighter Zero 3 Upper					|				|		|		|			|
Street Fighter Zero 3 Upper					|				|		|		|			|
Strider										|				|	y	| 0.78	|			| strider, stridrua
Strider	2									|				|		|		|			| strider2, stridr2a
Strikers 1945 II							|				|		|		|			|
Strikers 1945 III							|				|		|		|			|
Sunset Riders								|				|	y	| 0.78	|			| ssrdrebd, ssriders
Super Bagman								|4wy,2bt		|		|		|			|
Super Bubble Bobble					(2p)	|4wy,2bt		|		|		|			|
Super BurgerTime					(2p)	|4wy,2bt		|	y	| 0.78	|			| supbtimj, supbtime
Super Cobra									|				|		|		|			|
Super Contra								|				|	y	| 0.78	|			| scontra, scontraj
Super Dodge Ball							|				|	y	| 0.78	|			| spdodgeb, sdodgeb
Super Gem Fighter Mini Mix					|				|		|		|			|
Super Hang On								|				|		|		|			| shangon
Super High Impact							|				|		|		|			|
Super Pac-Man								|				|	y	| 0.78	|			| superpac, superpcm
Super Pang									|				|		|		|			|
Super Punch Out!!							|				|	y	| 0.78	|			| spnchout, spnchotj
Super Puzzle Fighter II	Turbo				|				|	y	| 0.78	|			| spf2t
Super Sidekicks 3							|				|		|		|			|
Super Space Invaders '91					|				|		|		|			|
Super Spacefortress Macross					|				|		|		|			|
Super Spacefortress Macross II				|				|		|		|			|
Super Sprint						(3p)	|360,1ped		|	y	| 0.78	|			| ssprint1, ssprint3, ssprint
Super Street Fighter II Turbo				|				|	y	| 0.78	|			| ssf2
Super Street Fighter II X Grand Master Chal	|				|		|		|			|
Super Zaxxon								|				|		|		|			|
Superman									|				|		|		|			|
Surprise Attack								|				|		|		|			|
Swimmer										|				|		|		|			|
Taisen Tokkae-Dama							|				|		|		|			|
Taito Cup Finals							|				|		|		|			|
Tapper										|				|	y	| 0.78	|lr-mame2010| tapper, rbtapper
Techmo World Cup '90						|				|		|		|			|
Tecmo Bowl (Not Playchoice 10 Version)		|				|		|		|			|
Teenage Mutant Ninja Turtles				|				|	y	| 0.78	|			| tmnt, tmht2p, tmht
Teenage Mutant Ninja Turtles - T in Time	|				|	y	| 0.78	|			| tmnt2
Tehkan World Cup							|				|		|		|			|
Tekken 3									|				|		|		|			|
Tekken Tag Tournament						|				|		|		|			|
Tempest										|optsp,2bt		|	y	| 0.78	|			| tempest, tempest1, tempest2
Tengai										|				|		|		|			|
Tenkomori Shooting							|				|		|		|			|
Terra Cresta								|				|		|		|			|
Terra Force									|				|		|		|			|
Tetris										|				|	y	| 0.78	|			| atetris, atetrisa
Tetris Plus									|				|		| 		|			| 
Tetris Plus	2								|				|	y	| 0.78	|			| teplus2j, tetrisp2
Tetris The Absolute Grand Master			|				|		|		|			|
The Astyanax								|				|		|		|			| astyanax
The Empire Strikes Back						|				|		|		|			| esb
The Game Paradise: Master Of Shooting		|				|		|		|			|
The Grid					(6p networked)	|trk,anlg/2bt,num		|		|			|
The King Of Fighters Neowave				|				|		|		|			|
The King Of Fighters XI						|				|		|		|			|	
The New Zealand Story						|				|	y	| 0.78	|			| tnzs, tnzsb
The New Zealand Story 2						|				|	y	| 0.78	|			| tnzs2
The Punisher								|				|	y	| 0.78	|			| punishru, punishrj, punisher
The Real Ghostbusters						|				|	y	| 0.78	|			| ghostb, ghostb3
The Rumble Fish 2							|				|		|		|			|
The Simpsons								|				|	y	| 0.78	|			| simps2pj, simpsn2p, simpsons
The Three Stooges In Brides Is Brides		|				|	y	| 0.78	|			| 3stooges
Thunder Cross								|				|		|		|			|
Thunder Cross II							|				|		|		|			|
Thunder Heroes   							|				|		|		|			|
Thunder Zone								|				|		|		|			|
Tiger Heli									|				|	y	| 0.78	|			| tigerhj, tigerh
Timber 								(2p) 	|4wy,2lr		|		|		|			|
Time Killers								|				|	y	| 0.78	|			| timek131, timekill
Time Pilot									|				|	y	| 0.78	|			| timeplt, timepltc, tp84, tp84a
Time Soldiers						(2p)	|8wy rot,2bt	|		|		|			|
Toki										|				|	y	| 0.78	|			| tokiu, toki, tokia
Toobin'										|				|	y	| 0.78	|			| toobin, toobin2
Total Carnage								|				|	y	| 0.78	|			| totcarn
Tournament Arkanoid							|optsp,1bt		|   	| 		| 			|
Toy Fighter									|				|		|		|			|
Track & Field								|				|	y	| 0.78	|			| trackfld
Trigger Heart Exelica						|				|		|		|			|
Trizeal										|				|		|		|			|
Trojan										|				|	y	| 0.78	|			| trojanr, trojan
Tron										|				|	y	| 0.78	|			| tron, tron2
Trouble Witches Ac							|				|		|		|			|
Truxton										|				|		|		|			|
Truxton II									|				|		|		|			|
Tutankham									|				|		|		|			|
Twin Bee Yahhoo!							|				|		|		|			|
Twin Cobra									|				|		|		|			|
Twin Cobra II								|				|		|		|			|						
Twin Eagle									|				|		|		|			|
Twin Eagle II: The Rescue Mission			|				|		|		|			|
Twin Eagle: Revenge Joe's Brother			|				|		|		|			|
Twin Hawk									|				|		|		|			|
Twinkle Star Sprites						|				|		|		|			|
U.N. Squadron								|				|		|		|			|
Ultimate Mortal Kombat 3					|				|		|		|			|
Ultimate Tennis								|				|		|		|			|
Ultra X Weapons								|				|		|		|			|
Under Defeat								|				|		|		|			|
Undercover Cops   							|				|		|		|			|
Uo Poko										|				|		|		|			|
Us Championship V'ball						|				|		|		|			|
VS Super Mario Bros.						|				|	y	| 0.78	|			| suprmrio
Vamfx1/2   									|				|		|		|			|
Vampire Savior								|				|		|		|			|
Vampire Savior 2							|				|		|		|			|
Vanguard									|				|		|		|			|
Vasara										|				|		|		|			|
Vasara 2									|				|		|		|			|
Vendetta									|				|	y	| 0.78	|			| vendet2p, vendetta
Venture										|				|		|		|			|
Victory Road (Ikari Warriors 2)		(2p)	|8wy rot,2bt	|		|		|			|
Vigilante									|				|	y	| 0.78	|			| vigilntj, vigilntu, vigilant
Violent Storm								|				|	y	| 0.78	|			| viostorm, viostrmj
Viper Phase 1								|				|		|		|			|
Virtua Fighter								|				|		|		|			| 
Virtua Fighter 2							|				|		|		|			|
Virtua Fighter 3							|				|		|		|			|
Virtua Fighter 4 Evolution					|				|		|		|			|
Virtua Tennis								|				|		|		|			|
Vulgus										|				|		|		|			|
WWF Super Stars								|				|		|		|			|
WWF Wrestlefest								|				|		|		|			|
WWF Wrestlemania							|				|		|		|			|
Waku Waku 7									|				|		|		|			|
Warrior Blade - Rastan Saga Episode III		|				|		|		|			|   
Warriors Of Fate   							|				|		|		|			|
Water Balls									|				|		|		|			|
Water Ski									|				|		|		|			|
Wayne Gretzky's 3d Hockey					|				|		|		|			|
Wild West C.O.W Boys of Moo Mesa			|				|	y	| 0.78	|			| moo, mooua
Willow										|				|	y	| 0.78	|			| willow, willowje, willowj
Windjammers									|				|	y	| 0.78	|			| wjammers
Winning Spike								|				|		|		|			|
Wizard Fire   								|				|		|		|			|
Wizard Of Wor								|				|		|		|			|
Wonder Planet								|				|		|		|			|
Wonderboy									|				|		|		|			|
World Heroes Perfect						|				|		|		|			|
World Rally									|				|		|		|			|
X Multiply									|				|	y	| 0.78	|			| xmultipl
X-Men										|				|	y	| 0.78	|			| xmen2pj, xmen, xmen6p, xmen2p
X-Men Vs Street Fighter						|				|		|		|			|
X-Men: Children Of The Atom					|				|		|		|			|
Xain'd Sleena								|				|		|		|			|
Xenophobe									|				|	y	| 0.78	|			| xenophob
Xevious										|				|	y	| 0.78	|			| xevious, xeviousa, xeviousb, 
Xevious 3d									|				|		|		|			|
Xexex										|				|		|		|			|
Xybots								(2p)	|8wy rot,2bt	|		|		|			|
Zaxxon (Sample Files Required For Sounds)	|				|		|		|			|
Zero Gunner									|				|		|		|			|
Zero Gunner 2								|				|		|		|			|
Zero Wing									|				|		|		|			|
Zombie Revenge 								|				|		|		|			|
Zookeeper									|				|		|		|			|
Zwackery									|8wy/2bt,optppsp|	y	| 0.78	|			| zwackery

-------
Keepers
-------

------------------------
Arcade Game Suggestions
------------------------
(Complete) http://forum.arcadecontrols.com/index.php/topic,149708.0.html
	http://forum.arcadecontrols.com/index.php/topic,119925.msg1271123.html#msg1271123
	
------------------------
Driving Game Info
------------------------
	http://forum.arcadecontrols.com/index.php/topic,105961.0.html

------------------------
Search
------------------------
	https://www.arcade-museum.com/search/

------------------------
Rotary game instructions
------------------------
From The Byoac Wiki 
Http://Newwiki.Arcadecontrols.Com/Index.Php?Title=Joysticks#Mame_Settings_For_Mechanical_Rotary_Joysticks

Quote
Mame Settings For Mechanical Rotary Joysticks

 For Mechanical Rotary Games:

 "Input (This Game)" Menu

     Positional Analog To None 

 "Analog Controls" Menu

     Positional Digital Speed = 0 
     Positional Sensitivity = 100 

 For Optical Rotary Games:

 "Input (This Game)" Menu

     Dial Analog To None 

 "Analog Controls" Menu

     Dial Digital Speed = Double The Default Value 
     Dial Sensitivity = Default Value 

------------------------------------------------------------------------------------------------------------
Mounting Network Share - Neat, but not great. Slow startup. Recommend just transfer roms to Pi over network.
------------------------------------------------------------------------------------------------------------
Windows Config - Tomek answer most important
	https://serverfault.com/questions/51635/how-can-an-unauthenticated-user-access-a-windows-share?newreg=c57761b97f91431486a4419c700818d5

Pi Config
	https://github.com/retropie/retropie-setup/wiki/Running-ROMs-from-a-Network-Share
	
	For autostart without user/pass
		sudo mount -t cifs //REMOTEHOST/path/to/roms /home/pi/RetroPie/roms
